user-id,event-id,rating,tags_x,tags_y
3000,1094,,Film|Sports,Party|Music
3199,1094,,Sports|Dinner,Party|Music
3336,1094,,Retreat,Party|Music
3378,1094,,Music|Social|Celebration|Drink,Party|Music
3430,1094,,Networking,Party|Music
3435,1094,,College|Night,Party|Music
3456,1094,,Performance|Home|Finance|Social,Party|Music
3000,1629,,Film|Sports,Performance|Music
3013,1629,,Sport|Health|Expo|Fitness,Performance|Music
3364,1629,,Sports|Seminar|Night,Performance|Music
3446,1629,,Drink,Performance|Music
3481,1629,,Spring|Finance|Party|Broadcast,Performance|Music
3000,1625,,Film|Sports,Class|Music
3116,1625,,Home|Park,Class|Music
3151,1625,,Appearance,Class|Music
3397,1625,,Product|Media,Class|Music
3000,1863,,Film|Sports,Attraction|Community
3010,1863,,Tour|Gala,Attraction|Community
3120,1863,,Church,Attraction|Community
3193,1863,,Street|Science|Fitness|Ministries,Attraction|Community
3238,1863,,Workshop|Retreat,Attraction|Community
3352,1863,,Retreat,Attraction|Community
3371,1863,,Charity|Sport,Attraction|Community
3390,1863,,Hobbies,Attraction|Community
3000,1203,,Film|Sports,Other
3028,1203,,Film,Other
3248,1203,,Expo|Outdoor|Retreat,Other
3341,1203,,Family|Tour|Networking,Other
3366,1203,,Holiday|Hobbies|Government,Other
3475,1203,,Race|Networking|Outdoor,Other
3477,1203,,Drink,Other
3000,1086,,Film|Sports,Party|Food|Drink
3045,1086,,Air|Law,Party|Food|Drink
3059,1086,,College|Music,Party|Food|Drink
3225,1086,,Auto|Film,Party|Food|Drink
3357,1086,,Church,Party|Food|Drink
3367,1086,,Course|Film|Club|Community,Party|Food|Drink
3391,1086,,Screening,Party|Food|Drink
3413,1086,,Broadcast|Sport|Law,Party|Food|Drink
3485,1086,,Culture|Race|Food|Outdoor,Party|Food|Drink
3000,1605,,Film|Sports,Performance|Music
3005,1605,,Course,Performance|Music
3240,1605,,Business|Education|College,Performance|Music
3261,1605,,Law|Cause|Fitness|Spirituality,Performance|Music
3283,1605,,Hobbies|Outdoor|Screening|Gala,Performance|Music
3296,1605,,Game|Sport,Performance|Music
3394,1605,,History|Product,Performance|Music
3461,1605,,Performance,Performance|Music
3474,1605,,Club,Performance|Music
3000,2239,,Film|Sports,Gala|Charity|Cause
3030,2239,,Holiday|Film,Gala|Charity|Cause
3118,2239,,Sports|Gobierno|Government,Gala|Charity|Cause
3219,2239,,Auto,Gala|Charity|Cause
3229,2239,,Business|Expo|Expo|Spirituality,Gala|Charity|Cause
