user-id,event-id,rating
3000,1094,3
3199,1094,3
3336,1094,3
3378,1094,4
3430,1094,1
3435,1094,3
3456,1094,2
3000,1629,3
3013,1629,2
3364,1629,3
3446,1629,1
3481,1629,1
3000,1625,2
3116,1625,3
3151,1625,3
3397,1625,3
3000,1863,3
3010,1863,3
3120,1863,2
3193,1863,2
3238,1863,1
3352,1863,3
3371,1863,2
3390,1863,2
3000,1203,1
3028,1203,3
3248,1203,1
3341,1203,3
3366,1203,3
3475,1203,3
3477,1203,3
3000,1086,2
3045,1086,3
3059,1086,3
3225,1086,1
3357,1086,2
3367,1086,3
3391,1086,3
3413,1086,2
3485,1086,4
3000,1605,1
3005,1605,2
3240,1605,1
3261,1605,1
3283,1605,1
3296,1605,1
3394,1605,2
3461,1605,5
3474,1605,1
3000,2239,3
3030,2239,3
3118,2239,2
3219,2239,2
3229,2239,3
3333,2239,3
3379,2239,1
3000,2259,2
3043,2259,3
3245,2259,2
3285,2259,2
3400,2259,1
3410,2259,3
3417,2259,2
3000,2270,1
3300,2270,1
3463,2270,3
3000,2450,3
3085,2450,2
3168,2450,1
3399,2450,1
3428,2450,1
3000,1214,3
3076,1214,2
3236,1214,2
3000,2342,3
3016,2342,2
3027,2342,2
3089,2342,2
3119,2342,1
3135,2342,2
3188,2342,1
3196,2342,2
3258,2342,3
3276,2342,3
3304,2342,3
3000,2168,3
3037,2168,4
3119,2168,1
3314,2168,3
3366,2168,2
3418,2168,1
3000,2186,2
3032,2186,2
3055,2186,1
3059,2186,2
3153,2186,1
3187,2186,1
3224,2186,2
3335,2186,1
3363,2186,2
3416,2186,1
3000,1756,2
3011,1756,2
3097,1756,3
3117,1756,5
3175,1756,1
3339,1756,3
3408,1756,1
3000,1294,1
3061,1294,2
3119,1294,2
3138,1294,2
3179,1294,3
3353,1294,3
3359,1294,1
3392,1294,2
3393,1294,3
3000,1005,3
3075,1005,5
3141,1005,3
3329,1005,1
3377,1005,1
3429,1005,3
3000,2362,4
3212,2362,1
3000,1584,3
3010,1584,1
3096,1584,1
3161,1584,3
3211,1584,1
3257,1584,4
3279,1584,3
3319,1584,3
3371,1584,3
3382,1584,1
3480,1584,1
3001,1377,1
3186,1377,1
3263,1377,1
3463,1377,1
3001,2258,2
3004,2258,1
3039,2258,2
3191,2258,1
3240,2258,3
3334,2258,2
3363,2258,2
3375,2258,1
3397,2258,3
3468,2258,1
3001,1587,3
3003,1587,2
3040,1587,3
3045,1587,1
3150,1587,4
3195,1587,3
3402,1587,2
3001,1081,1
3035,1081,2
3108,1081,3
3142,1081,4
3257,1081,3
3313,1081,2
3335,1081,3
3368,1081,1
3436,1081,1
3001,1784,2
3027,1784,2
3089,1784,3
3113,1784,1
3145,1784,3
3158,1784,2
3187,1784,3
3247,1784,2
3249,1784,1
3298,1784,1
3319,1784,3
3358,1784,3
3388,1784,1
3495,1784,1
3001,1441,3
3075,1441,3
3081,1441,3
3120,1441,1
3150,1441,4
3185,1441,1
3224,1441,2
3454,1441,1
3462,1441,2
3001,2315,2
3230,2315,3
3232,2315,1
3321,2315,3
3364,2315,3
3408,2315,5
3001,1341,1
3019,1341,1
3052,1341,1
3074,1341,3
3343,1341,3
3415,1341,1
3001,2091,3
3069,2091,1
3082,2091,3
3108,2091,2
3187,2091,2
3216,2091,1
3288,2091,2
3300,2091,3
3392,2091,2
3479,2091,2
3001,2236,1
3127,2236,3
3164,2236,1
3319,2236,3
3439,2236,1
3001,1494,3
3078,1494,1
3079,1494,1
3093,1494,2
3094,1494,2
3290,1494,1
3351,1494,3
3420,1494,1
3465,1494,1
3001,2243,3
3025,2243,1
3060,2243,1
3206,2243,1
3369,2243,3
3428,2243,2
3479,2243,1
3001,1450,2
3038,1450,1
3053,1450,3
3198,1450,1
3386,1450,3
3001,1510,3
3129,1510,1
3132,1510,3
3236,1510,4
3269,1510,3
3340,1510,1
3437,1510,1
3498,1510,2
3001,2127,3
3303,2127,3
3319,2127,3
3410,2127,2
3440,2127,1
3457,2127,1
3478,2127,2
3001,2379,2
3008,2379,3
3072,2379,3
3112,2379,1
3206,2379,3
3001,2494,5
3010,2494,5
3013,2494,2
3023,2494,3
3065,2494,3
3085,2494,2
3126,2494,1
3318,2494,5
3001,1724,2
3009,1724,4
3077,1724,3
3180,1724,3
3001,2319,1
3025,2319,2
3157,2319,2
3361,2319,3
3475,2319,1
3001,2479,2
3036,2479,3
3095,2479,1
3162,2479,1
3215,2479,2
3395,2479,3
3496,2479,2
3002,1815,2
3047,1815,3
3120,1815,2
3186,1815,3
3232,1815,2
3233,1815,2
3256,1815,5
3404,1815,3
