url,title,date,time,price,tags,State/City
https://www.eventbrite.com/e/real-to-reel-global-community-screening-lifetimes-i-am-somebodys-child-tickets-59934631095?aff=ebdssbdestsearch,"REAL TO REEL GLOBAL COMMUNITY SCREENING: LIFETIME'S ""I AM SOMEBODY'S CHILD""","Wed, April 17, 2019",6:30 PM – 9:00 PM PDT,Free,"Screening,Film,Media",Los Angeles
https://www.eventbrite.com/e/boyle-heights-walking-ghost-tour-april-tickets-59355384553?aff=ebdssbdestsearch,BOYLE HEIGHTS WALKING GHOST TOUR (April),"Wed, April 24, 2019",6:00 PM – 9:00 PM PDT,$25,"Appearance,Community",Los Angeles
https://www.eventbrite.com/e/viento-en-contra-en-los-angeles-tickets-59420906531?aff=ebdssbdestsearch,VIENTO EN CONTRA en LOS ANGELES,"Sat, May 11, 2019",7:00 PM PDT,$29.95 – $35,"Performance,Music",Los Angeles
https://www.eventbrite.com/e/hello-critter-goat-yoga-tickets-52616229559?aff=ebdssbdestsearch,Hello Critter Goat Yoga,"Sun, April 28, 2019",10:00 AM – 11:30 AM PDT,$27 – $50,"Class,Sports,Fitness",Los Angeles
https://www.eventbrite.com/e/melissa-harding-singing-for-my-soul-the-songs-that-shaped-me-tickets-57143136660?aff=ebdssbdestsearch,Melissa Harding - Singing For My Soul: The Songs That Shaped Me,"Sat, Apr 27, 2019",1:00 PM PDT,$20 – $25,"Performance,Music",Los Angeles
https://www.eventbrite.com/e/belle-book-candle-presents-oracle-tickets-59499727286?aff=ebdssbdestsearch,"Belle, Book & Candle Presents: Oracle","Wed, Apr 17, 2019",7:00 PM PDT,$11.11 – $30,"Performance,Arts",Los Angeles
https://www.eventbrite.com/e/how-to-enter-the-cannabis-industry-webinar-los-angeles-tickets-57437030705?aff=ebdssbdestsearch,How To Enter The Cannabis Industry - [Webinar] - Los Angeles,"Sat, April 20, 2019",8:00 AM – 11:00 AM PDT,Free,"Class,Business",Los Angeles
https://www.eventbrite.com/e/davids-reed-a-tribute-to-morteza-neydavoud-tickets-59739518508?aff=ebdssbdestsearch,David's Reed: A Tribute to Morteza Neydavoud,"Tue, April 23, 2019",4:00 PM – 6:30 PM PDT,Free,"Performance,Music",Los Angeles
https://www.eventbrite.com/e/night-scene-tickets-54418743928?aff=ebdssbdestsearch,NIGHT SCENE,"Thu, April 18, 2019",10:00 PM – 11:30 PM PDT,Free,"Performance,Music",Los Angeles
https://www.eventbrite.com/e/lafd-candidate-advancement-program-cap-frank-hotchkin-memorial-training-center-registration-55602223748?aff=ebdssbdestsearch,LAFD Candidate Advancement Program (CAP) @ Frank Hotchkin Memorial Training...,"Thu, April 11, 2019",6:00 PM – 9:00 PM PDT,Free,"Other,Sports,Fitness",Los Angeles
https://www.eventbrite.com/e/los-angeles-career-fair-april-18-2019-live-recruitinghiring-event-tickets-51471897832?aff=ebdssbdestsearch,"Los Angeles Career Fair - April 18, 2019 - Live Recruiting/Hiring Event","Thu, April 18, 2019",11:00 AM – 2:00 PM PDT,Free,"Festival,Business",Los Angeles
https://www.eventbrite.com/e/50k-relay-10k-fun-run-tickets-54666062665?aff=ebdssbdestsearch,50K Relay & 10K Fun Run,"Sun, June 9, 2019",7:30 AM – 12:30 PM PDT,$48 – $259,"Race,Health",Los Angeles
https://www.eventbrite.com/e/graduating-students-mass-reception-2019-tickets-58495676142?aff=ebdssbdestsearch,Graduating Students Mass & Reception 2019,"Thu, May 9, 2019",10:00 AM – 12:30 PM PDT,$0 – $10,"Party,Spirituality",Los Angeles
https://www.eventbrite.com/e/kids-cooking-class-the-grove-maggianos-tickets-59539858319?aff=ebdssbdestsearch,"Kid's Cooking Class -The Grove, Maggiano's","Sun, April 28, 2019",10:00 AM – 1:00 PM PDT,$15 – $50,"Class,Food,Drink",Los Angeles
https://www.eventbrite.com/e/color-your-dreams-free-women-in-business-event-in-la-with-elaine-tickets-58938562828?aff=ebdssbdestsearch,Color Your Dreams - Free Women in Business Event in LA with Elaine,"Sat, April 20, 2019",9:00 AM – 10:30 AM PDT,Free,Business,Los Angeles
https://www.eventbrite.com/e/tools-for-financial-empowerment-tickets-58811642205?aff=ebdssbdestsearch,Tools for Financial Empowerment,"Wed, May 15, 2019",8:00 AM – 4:00 PM PDT,Free,"Conference,Business",Los Angeles
https://www.eventbrite.com/e/dr-martin-brodwin-retirement-party-tickets-56961343913?aff=ebdssbdestsearch,Dr. Martin Brodwin Retirement Party,"Fri, June 14, 2019",4:00 PM – 8:00 PM PDT,Free,"Party,School Activities",Los Angeles
https://www.eventbrite.com/e/21st-annual-fallen-heroes-memorial-run-and-fund-raiser-tickets-58689855939?aff=ebdssbdestsearch,21st ANNUAL FALLEN HEROES MEMORIAL RUN AND FUND RAISER,"Sat, June 8, 2019",8:00 AM – 5:00 PM PDT,$25 – $60,"Rally,Charity,Causes",Los Angeles
https://www.eventbrite.com/e/annual-socal-easter-prayer-breakfast-tickets-56932568846?aff=ebdssbdestsearch,Annual SoCal Easter Prayer Breakfast,"Tue, April 16, 2019",8:00 AM – 10:30 AM PDT,Free,"Conference,Spirituality",Los Angeles
https://www.eventbrite.com/e/pathways-conference-tickets-57207662659?aff=ebdssbdestsearch,Pathways Conference,"Sun, June 9, 2019",9:00 AM – 3:00 PM PDT,Free,"Conference,Health",Los Angeles
https://www.eventbrite.com/e/community-health-wellness-fair-tickets-58413051008?aff=ebdssbdestsearch,Community Health & Wellness Fair,"Sat, April 27, 2019",10:00 AM – 4:00 PM PDT,Free,"Festival,Health",Los Angeles
https://www.eventbrite.com/e/adobe-us-tickets-60083055035?aff=ebdssbdestsearch,"Adobe & ""Us""","Wed, April 24, 2019",6:00 PM – 10:00 PM PDT,Free,"Networking,Film,Media",Los Angeles
https://www.eventbrite.com/e/big-shabbat-tickets-46339185752?aff=ebdssbdestsearch,BIG SHABBAT,"Sat, June 1, 2019",9:30 AM – 1:00 PM PDT,Free,"Other,Spirituality",Los Angeles
https://www.eventbrite.com/e/rdgldgrn-tickets-55937334072?aff=ebdssbdestsearch,RDGLDGRN,"Fri, April 26, 2019",8:00 PM – 11:30 PM PDT,$13 – $16,"Performance,Music",Los Angeles
https://www.eventbrite.com/e/morethanenough-with-elaine-welteroth-tickets-60158637103?aff=ebdssbdestsearch,#MoreThanEnough with Elaine Welteroth,"Thu, June 20, 2019",7:00 PM – 9:00 PM PDT,Free,"Seminar,Home,Lifestyle",Los Angeles
https://www.eventbrite.com/e/park-equity-summit-2019-tickets-59794815904?aff=ebdssbdestsearch,Park Equity Summit 2019,"Tue, June 4, 2019",8:30 AM – 2:00 PM PDT,"$0 – $5,000",Conference,Los Angeles
https://www.eventbrite.com/e/the-miguel-atwood-ferguson-ensemble-tickets-59800422674?aff=ebdssbdestsearch,The Miguel Atwood-Ferguson Ensemble,"Thu, April 18, 2019",8:00 PM – 11:59 PM PDT,$20,"Performance,Music",Los Angeles
https://www.eventbrite.com/e/ccdet-i-hdvippsip-tickets-54366957032?aff=ebdssbdestsearch,CCDET I: HDVIP/PSIP,"Thu, April 11, 2019",8:00 AM – 4:30 PM PDT,$175,"Class,Auto,Boat,Air",Los Angeles
https://www.eventbrite.com/e/secrets-to-meditation-in-los-angeles-an-introduction-to-the-happiness-program-tickets-59442729805?aff=ebdssbdestsearch,Secrets to Meditation in Los Angeles: An Introduction to The Happiness Prog...,"Thu, April 11, 2019",7:30 PM – 9:00 PM PDT,Free,"Seminar,Health",Los Angeles
https://www.eventbrite.com/e/sisters-eight-to-be-pregnant-and-black-in-2019-tickets-59070920714?aff=ebdssbdestsearch,Sisters @ Eight: To Be Pregnant and Black in 2019,"Fri, April 12, 2019",8:30 AM – 10:30 AM PDT,Free,"Seminar,Health",Los Angeles
https://www.eventbrite.com/e/late-night-bobby-lee-harland-williams-chris-spencer-fahim-anwar-tickets-59022980323?aff=ebdssbdestsearch,"Late Night Bobby Lee, Harland Williams, Chris Spencer, Fahim Anwar","Fri, Apr 12, 2019",10:00 PM – 1:00 AM PDT,$20,"Performance,Arts",Los Angeles
https://www.eventbrite.com/e/los-angeles-career-fair-tickets-59671973479?aff=ebdssbdestsearch,Los Angeles Career Fair,"Wed, April 24, 2019",10:00 AM – 1:00 PM PDT,Free,"Networking,Business",Los Angeles
https://www.eventbrite.com/e/facing-history-and-ourselves-the-liberator-tickets-58042508706?aff=ebdssbdestsearch,Facing History and Ourselves: The Liberator,"Sun, April 28, 2019",3:30 PM – 4:30 PM PDT,Free,Arts,Los Angeles
https://www.eventbrite.com/e/impact-week-2019-friday-full-day-conference-tickets-59856379041?aff=ebdssbdestsearch,Impact Week 2019 Friday Full-Day Conference,"Fri, April 26, 2019",9:00 AM – 6:00 PM PDT,$15,"Conference,Business",Los Angeles
https://www.eventbrite.com/e/women-who-worship-praise-night-out-tickets-55866169216?aff=ebdssbdestsearch,Women Who Worship- Praise Night Out,"Sat, April 20, 2019",6:30 PM – 9:30 PM PDT,$10 – $50,"Networking,Spirituality",Los Angeles
https://www.eventbrite.com/e/sugardaddy-friends-and-family-premiere-tickets-56663741777?aff=ebdssbdestsearch,Sugardaddy Friends and Family Premiere,"Thu, April 25, 2019",6:00 PM – 9:00 PM PDT,Free,"Screening,Arts",Los Angeles
https://www.eventbrite.com/e/pasadena-photography-arts-presents-open-show-26-tickets-59360562039?aff=ebdssbdestsearch,Pasadena Photography Arts Presents Open Show #26,"Thu, April 11, 2019",7:00 PM – 9:00 PM PDT,Free,"Seminar,Community",Los Angeles
https://www.eventbrite.com/e/grandtheft-x-wuki-tickets-59363585081?aff=ebdssbdestsearch,Grandtheft x Wuki,"Fri, May 10, 2019",10:00 PM – 3:00 AM PDT,$15 – $90,"Performance,Music",Los Angeles
https://www.eventbrite.com/e/candidate-advancement-program-cap-artc-tickets-57743271680?aff=ebdssbdestsearch,Candidate Advancement Program (CAP) - ARTC,"Sat, April 13, 2019",7:30 AM – 10:30 AM PDT,Free,"Other,Sports,Fitness",Los Angeles
https://www.eventbrite.com/e/paris-at-nightla-presents-coachella-vibes-at-le-jardin-tickets-59250937148?aff=ebdssbdestsearch,"Paris at NightLA presents ""Coachella Vibes "" at Le Jardin","Sat, Apr 13, 2019",10:30 PM – 2:30 AM PDT,Free,Party,Los Angeles
https://www.eventbrite.com/e/mixer-2019-ache-western-region-college-bowl-tickets-59351786792?aff=ebdssbdestsearch,Mixer- 2019 ACHE Western Region College Bowl,"Sun, April 14, 2019",5:00 PM – 7:00 PM PDT,$0 – $15,"Networking,Health",Los Angeles
https://www.eventbrite.com/e/eatseehear-outdoor-movie-thelma-and-louise-tickets-57642683819?aff=ebdssbdestsearch,Eat|See|Hear Outdoor Movie: Thelma and Louise,"Sat, June 15, 2019",5:30 PM – 11:30 PM PDT,$8 – $21,"Screening,Film,Media",Los Angeles
https://www.eventbrite.com/e/film-tour-tea-at-the-langham-huntington-05252019-1030am-tickets-59093911480?aff=ebdssbdestsearch,"Film Tour & Tea at The Langham Huntington (05/25/2019, 10:30am)","Sat, May 25, 2019",10:30 AM – 1:00 PM PDT,$60,"Tour,Film,Media",Los Angeles
https://www.eventbrite.com/e/for-the-record-the-brat-pack-tickets-59624922749?aff=ebdssbdestsearch,For the Record: The Brat Pack,"Sat, April 20, 2019",7:30 PM – 9:00 PM PDT,$26 – $86,"Performance,Arts",Los Angeles
https://www.eventbrite.com/e/atlas-obscura-society-los-angeles-bohemian-cristal-instrument-at-hotel-figueroa-tickets-59145413524?aff=ebdssbdestsearch,Atlas Obscura Society Los Angeles: Bohemian Cristal Instrument at Hotel Fig...,"Sun, April 21, 2019",7:00 PM – 9:00 PM PDT,$20 – $35,"Tour,Hobbies",Los Angeles
https://www.eventbrite.com/e/sakara-cookbook-celebration-tickets-59411184452?aff=ebdssbdestsearch,Sakara Cookbook Celebration,"Wed, April 17, 2019",5:30 PM – 7:30 PM PDT,$35,"Seminar,Health",Los Angeles
https://www.eventbrite.com/e/pasadena-trail-half-5k10k-tickets-54767087834?aff=ebdssbdestsearch,Pasadena Trail Half & 5K/10K,"Sun, October 20, 2019",7:00 AM – 11:30 AM PDT,$36 – $60,"Race,Health",Los Angeles
https://www.eventbrite.com/e/shakespeares-ripper-with-naomi-claire-wallace-tickets-55614369075?aff=ebdssbdestsearch,Shakespeare's Ripper with Naomi Claire Wallace,"Tue, April 16, 2019",7:30 PM – 9:00 PM PDT,$17.99,"Appearance,Hobbies",Los Angeles
https://www.eventbrite.com/e/prairie-view-am-university-los-angeles-alumni-and-friends-an-evening-with-ruth-j-simmons-president-registration-58285444333?aff=ebdssbdestsearch,Prairie View A&M University Los Angeles Alumni and Friends an Evening with...,"Sun, April 14, 2019",4:00 PM – 7:00 PM PDT,Free,"Party,Business",Los Angeles
https://www.eventbrite.com/e/pure-bathing-culture-tickets-56932809566?aff=ebdssbdestsearch,Pure Bathing Culture,"Wed, June 5, 2019",8:30 PM – 11:59 PM PDT,$10 – $12,"Performance,Music",Los Angeles
https://www.eventbrite.com/e/la-creative-and-tech-professionals-meetup-tickets-56388251779?aff=ebdssbdestsearch,LA Creative and Tech Professionals Meetup,"Tue, May 7, 2019",6:00 PM – 9:00 PM PDT,$5 – $11,"Networking,Film,Media",Los Angeles
https://www.eventbrite.com/e/eatseehear-outdoor-movie-the-princess-bride-tickets-57644573471?aff=ebdssbdestsearch,Eat|See|Hear Outdoor Movie: The Princess Bride,"Sat, June 8, 2019",5:30 PM – 11:30 PM PDT,$8 – $21,"Screening,Film,Media",Los Angeles
https://www.eventbrite.com/e/2019-korean-history-and-culture-seminar-for-educators-tickets-55386524586?aff=ebdssbdestsearch,2019 Korean History and Culture Seminar for Educators,"Mon, Jun 24, 2019",8:00 AM – 4:30 PM PDT,Free,"Conference,Family,Education",Los Angeles
https://www.eventbrite.com/e/powerman-5000-knee-high-fox-secret-social-club-tickets-58819445545?aff=ebdssbdestsearch,"POWERMAN 5000, KNEE HIGH FOX, SECRET SOCIAL CLUB","Wed, May 8, 2019",8:00 PM – 11:59 PM PDT,$15 – $400,"Performance,Music",Los Angeles
https://www.eventbrite.com/e/pandemonium-a-b2k-era-tribute-party-tickets-59517868547?aff=ebdssbdestsearch,PANDEMONIUM: A B2K Era Tribute Party,"Fri, Apr 12, 2019",10:00 PM – 2:00 AM PDT,$0 – $20,"Party,Community",Los Angeles
https://www.eventbrite.com/e/the-early-show-joey-diaz-kirk-fox-barry-rothbart-steve-simeone-tickets-59024557039?aff=ebdssbdestsearch,"The Early Show Joey Diaz, Kirk Fox, Barry Rothbart, Steve Simeone","Sat, April 13, 2019",7:30 PM – 9:45 PM PDT,$10,"Performance,Arts",Los Angeles
https://www.eventbrite.com/e/sb-2-planning-grant-program-nofa-and-technical-assistance-seminar-tickets-59349307376?aff=ebdssbdestsearch,SB 2 Planning Grant Program NOFA and Technical Assistance Seminar,"Thu, April 25, 2019",10:00 AM – 2:00 PM PDT,Free,"Seminar,Government",Los Angeles
https://www.eventbrite.com/e/2019-mommy-and-me-mini-shoots-tickets-59809011363?aff=ebdssbdestsearch,2019 Mommy and Me Mini Shoots,"Sat, May 4, 2019",9:00 AM – 6:00 PM PDT,$475 – $525,"Appearance,Family,Education",Los Angeles
https://www.eventbrite.com/e/2019-api-government-job-fair-30-new-date-location-tickets-58458649394?aff=ebdssbdestsearch,2019 API Government Job Fair 3.0 (New Date & Location!),"Fri, May 17, 2019",10:00 AM – 1:00 PM PDT,Free,"Convention,Business",Los Angeles
https://www.eventbrite.com/e/tacos-and-tires-tickets-59799993390?aff=ebdssbdestsearch,Tacos and Tires,"Sat, April 13, 2019",11:00 AM – 2:00 PM PDT,Free,"Party,Auto,Boat,Air",Los Angeles
https://www.eventbrite.com/e/atlas-obscura-society-los-angeles-weaving-memories-the-victorian-way-tickets-57041017218?aff=ebdssbdestsearch,Atlas Obscura Society Los Angeles: Weaving Memories the Victorian Way,"Thu, May 16, 2019",2:15 PM – 5:15 PM PDT,$150,"Tour,Hobbies",Los Angeles
https://www.eventbrite.com/e/silly-saturday-comedy-train-show-7pmw-nancy-bellany-friends-tickets-58591937061?aff=ebdssbdestsearch,Silly Saturday Comedy Train Show 7pm/w Nancy Bellany & Friends,"Sat, April 20, 2019",7:00 PM – 9:00 PM PDT,$18 – $20,"Performance,Film,Media",Los Angeles
https://www.eventbrite.com/e/pain-posture-performance-stretching-flexibility-la-tickets-55808372344?aff=ebdssbdestsearch,Pain Posture Performance Stretching & Flexibility LA,"Sat, Apr 13, 2019",8:30 AM – 6:00 PM PDT,$449,"Class,Health",Los Angeles
https://www.eventbrite.com/e/woman-crush-wednesday-tickets-59415465256?aff=ebdssbdestsearch,Woman Crush Wednesday,"Wed, Apr 10, 2019",9:00 PM – 2:00 AM PDT,$0 – $10,"Party,Music",Los Angeles
https://www.eventbrite.com/e/panda-express-interview-day-los-angeles-ca-tickets-59800326386?aff=ebdssbdestsearch,"Panda Express Interview Day - Los Angeles, CA","Mon, April 22, 2019",2:00 PM – 5:00 PM PDT,Free,"Networking,Business",Los Angeles
https://www.eventbrite.com/e/stardust-extensions-workshop-tickets-55812236903?aff=ebdssbdestsearch,Stardust Extensions Workshop,"Mon, April 22, 2019",10:00 AM – 6:00 PM PDT,$100,Class,Los Angeles
https://www.eventbrite.com/e/2019-west-coast-kubb-championships-tickets-55058244692?aff=ebdssbdestsearch,2019 West Coast Kubb Championships,"Sun, April 28, 2019",9:00 AM – 5:00 PM PDT,$0 – $50,"Game,Sports,Fitness",Los Angeles
https://www.eventbrite.com/e/downtown-art-walk-gallery-tour-tickets-52888498924?aff=ebdssbdestsearch,Downtown Art Walk Gallery Tour,"Thu, April 11, 2019",6:30 PM – 8:00 PM PDT,$30,"Tour,Arts",Los Angeles
https://www.eventbrite.com/e/soulful-sundays-x-comfort-la-tickets-59231026595?aff=ebdssbdestsearch,Soulful Sundays x Comfort LA,"Sun, June 2, 2019",2:00 PM – 6:00 PM PDT,Free,"Performance,Music",Los Angeles
https://www.eventbrite.com/e/tarantina-tickets-58600583924?aff=ebdssbdestsearch,TARANTINA,"Thu, April 25, 2019",7:00 PM – 11:30 PM PDT,$25 – $55,"Performance,Film,Media",Los Angeles
https://www.eventbrite.com/e/time-travel-cabaret-tickets-59650440072?aff=ebdssbdestsearch,Time Travel Cabaret,"Fri, April 12, 2019",7:00 PM – 11:30 PM PDT,$25,"Performance,Charity,Causes",Los Angeles
https://www.eventbrite.com/e/uncorked-italy-spring-edition-tickets-59933921974?aff=ebdssbdestsearch,UNCORKED ITALY- Spring Edition,"Tue, April 23, 2019",7:00 PM – 10:00 PM PDT,$140,"Gala,Food,Drink",Los Angeles
https://www.eventbrite.com/e/blac-rabbit-easy-and-the-filthy-souls-at-the-peppermint-club-tickets-54617062103?aff=ebdssbdestsearch,"Blac Rabbit, EASY, and The Filthy Souls at The Peppermint Club","Thu, April 25, 2019",8:00 PM – 11:30 PM PDT,$15 – $800,"Performance,Music",Los Angeles
https://www.eventbrite.com/e/michael-hendersons-birthday-concert-tickets-51098028579?aff=ebdssbdestsearch,MICHAEL HENDERSON'S BIRTHDAY & CONCERT!~,"Sat, July 6, 2019",8:30 PM – 9:30 PM PDT,$35 – $50,"Performance,Music",Los Angeles
https://www.eventbrite.com/e/jgsi-passover-seder-2019-tickets-56595165664?aff=ebdssbdestsearch,JGSI Passover Seder 2019,"Fri, April 19, 2019",8:00 PM – 11:00 PM PDT,$36 – $65,"Gala,Spirituality",Los Angeles
https://www.eventbrite.com/e/peter-jacksons-they-shall-not-grow-old-tickets-59506890712?aff=ebdssbdestsearch,Peter Jackson's They Shall Not Grow Old,"Sat, May 11, 2019",7:00 PM – 10:00 PM PDT,Free,"Screening,Film,Media",Los Angeles
https://www.eventbrite.com/e/pre-ramadan-quran-competition-tickets-57734396133?aff=ebdssbdestsearch,Pre-Ramadan Quran Competition,"Sun, April 14, 2019",10:00 AM – 1:00 PM PDT,Free,"Tournament,Spirituality",Los Angeles
https://www.eventbrite.com/e/senior-recital-anoop-dsouza-music-production-tickets-59620617873?aff=ebdssbdestsearch,"Senior Recital - Anoop D'Souza, music production","Sat, April 13, 2019",4:00 PM – 5:00 PM PDT,Free,"Performance,Music",Los Angeles
https://www.eventbrite.com/e/jammin-reggae-cruise-marina-del-rey-ca-april-27-530pm-boarding-tickets-55598996094?aff=ebdssbdestsearch,"Jammin Reggae Cruise - Marina Del Rey, CA April 27 5:30PM Boarding","Sat, April 27, 2019",5:30 PM – 8:00 PM PDT,$69.95 – $84.95,"Party,Food,Drink",Los Angeles
https://www.eventbrite.com/e/update-on-anterior-segment-surgery-registration-45496968658?aff=ebdssbdestsearch,Update on Anterior Segment Surgery,"Sat, May 18, 2019",8:00 AM – 12:00 PM PDT,Free,"Conference,Science,Tech",Los Angeles
https://www.eventbrite.com/e/the-power-of-tv-representing-disability-in-storytelling-tickets-60064837546?aff=ebdssbdestsearch,The Power of TV: Representing Disability in Storytelling,"Wed, April 24, 2019",7:00 PM – 9:00 PM PDT,Free,"Other,Film,Media",Los Angeles
https://www.eventbrite.com/e/introduction-to-automotive-photography-at-the-petersen-museum-with-joe-and-mirta-barnet-tickets-54206804010?aff=ebdssbdestsearch,Introduction to Automotive Photography at the Petersen Museum with Joe and...,"Sat, April 27, 2019",10:30 AM – 2:00 PM PDT,$89,"Class,Hobbies",Los Angeles
https://www.eventbrite.com/e/for-the-record-the-brat-pack-tickets-59624864575?aff=ebdssbdestsearch,For the Record: The Brat Pack,"Fri, April 12, 2019",7:30 PM – 9:00 PM PDT,$26 – $86,"Performance,Arts",Los Angeles
