user-id,event-id,rating
3000,1094,
3000,1629,
3000,1625,
3000,1863,
3000,1203,
3000,1086,
3000,1605,
3000,2239,
3000,2259,
3000,2270,
3000,2450,
3000,1214,
3000,2342,
3000,2168,
3000,2186,
3000,1756,
3000,1294,
3000,1005,
3000,2362,
3000,1584,
3001,1377,
3001,2258,
3001,1587,
3001,1081,
3001,1784,
3001,1441,
3001,2315,
3001,1341,
3001,2091,
3001,2236,
3001,1494,
3001,2243,
3001,1450,
3001,1510,
3001,2127,
3001,2379,
3001,2494,
3001,1724,
3001,2319,
3001,2479,
3002,1815,
3002,1490,
3002,1372,
3002,2119,
3002,1315,
3002,1623,
3002,2044,
3002,1691,
3002,1556,
3002,2418,
3002,2396,
3002,2439,
3002,2052,
3002,1130,
3002,1690,
3002,1141,
3002,2173,
3002,1304,
3002,1012,
3002,1804,
3003,1856,
3003,1495,
3003,1085,
3003,1761,
3003,2441,
3003,1897,
3003,2499,
3003,1375,
3003,2433,
3003,1587,
3003,2147,
3003,1645,
3003,1304,
3003,1800,
3003,1212,
3003,1937,
3003,2512,
3003,1676,
3003,1874,
3003,1816,
3004,2185,
3004,1090,
3004,2445,
3004,2399,
3004,1834,
3004,2258,
3004,1567,
3004,2094,
3004,2191,
3004,1693,
3004,1438,
3004,2198,
3004,2149,
3004,1941,
3004,2279,
3004,1449,
3004,2013,
3004,1873,
3004,1552,
3004,1932,
3005,1731,
3005,1205,
3005,1187,
3005,1806,
3005,1467,
3005,1106,
3005,2434,
3005,1785,
3005,1296,
3005,2071,
3005,1830,
3005,1641,
3005,2398,
3005,2432,
3005,1605,
3005,1883,
3005,1935,
3005,1539,
3005,1164,
3005,1942,
3006,1973,
3006,1227,
3006,1674,
3006,1734,
3006,1591,
3006,1554,
3006,2256,
3006,1352,
3006,1849,
3006,2477,
3006,1051,
3006,1944,
3006,1805,
3006,1483,
3006,1965,
3006,1631,
3006,2273,
3006,1778,
3006,1084,
3006,2317,
3007,1748,
3007,2286,
3007,1886,
3007,2078,
3007,1254,
3007,1000,
3007,1174,
3007,1179,
3007,1062,
3007,1268,
3007,2422,
3007,1647,
3007,2412,
3007,1577,
3007,1334,
3007,2088,
3007,1493,
3007,2462,
3007,2263,
3007,2492,
3008,2003,
3008,2314,
3008,2370,
3008,1710,
3008,2379,
3008,2172,
3008,2437,
3008,1169,
3008,1766,
3008,2230,
3008,1932,
3008,1010,
3008,2291,
3008,2201,
3008,2031,
3008,1940,
3008,2296,
3008,1396,
3008,1653,
3008,1089,
3009,2365,
3009,1767,
3009,2204,
3009,2023,
3009,2390,
3009,1509,
3009,2178,
3009,2228,
3009,1984,
3009,2060,
3009,2424,
3009,2249,
3009,2493,
3009,1724,
3009,2501,
3009,1310,
3009,2284,
3009,1811,
3009,2117,
3009,1975,
3010,2245,
3010,2380,
3010,1603,
3010,1971,
3010,1565,
3010,1758,
3010,1863,
3010,1407,
3010,2310,
3010,1584,
3010,2395,
3010,1788,
3010,1197,
3010,2494,
3010,1433,
3010,2209,
3010,1543,
3010,1813,
3010,2216,
3010,1908,
3011,2358,
3011,2299,
3011,2513,
3011,1978,
3011,1029,
3011,2063,
3011,2314,
3011,2361,
3011,1823,
3011,2227,
3011,1621,
3011,1756,
3011,1990,
3011,2457,
3011,1992,
3011,2371,
3011,2040,
3011,1159,
3011,2387,
3011,1273,
3012,1669,
3012,1602,
3012,2244,
3012,1487,
3012,1886,
3012,1954,
3012,2070,
3012,2219,
3012,1611,
3012,1721,
3012,2486,
3012,1520,
3012,2078,
3012,1789,
3012,2202,
3012,1403,
3012,1973,
3012,1040,
3012,1440,
3012,2141,
3013,1648,
3013,1790,
3013,2494,
3013,2418,
3013,1376,
3013,1075,
3013,2043,
3013,1527,
3013,1629,
3013,1042,
3013,1699,
3013,1028,
3013,2179,
3013,2511,
3013,1680,
3013,1257,
3013,1468,
3013,1577,
3013,1004,
3013,1060,
3014,1156,
3014,1396,
3014,1555,
3014,1874,
3014,1174,
3014,2069,
3014,2123,
3014,1706,
3014,1391,
3014,1350,
3014,1308,
3014,1499,
3014,2507,
3014,1895,
3014,2459,
3014,1309,
3014,1259,
3014,1715,
3014,1988,
3014,1879,
3015,1234,
3015,1130,
3015,1004,
3015,1296,
3015,1901,
3015,1861,
3015,1136,
3015,1549,
3015,1227,
3015,1925,
3015,2071,
3015,1218,
3015,1809,
3015,1922,
3015,1485,
3015,2051,
3015,1383,
3015,1343,
3015,2090,
3015,1600,
3016,1366,
3016,1665,
3016,1457,
3016,1685,
3016,1465,
3016,1993,
3016,1178,
3016,1691,
3016,2262,
3016,2154,
3016,1287,
3016,1206,
3016,1333,
3016,1114,
3016,2045,
3016,1413,
3016,1093,
3016,2342,
3016,2196,
3016,1406,
3017,2326,
3017,1577,
3017,2205,
3017,2028,
3017,1325,
3017,1131,
3017,1693,
3017,2358,
3017,2410,
3017,2034,
3017,2501,
3017,2148,
3017,1227,
3017,2261,
3017,1541,
3017,2223,
3017,2366,
3017,1865,
3017,2294,
3017,1544,
3018,1448,
3018,1311,
3018,1414,
3018,1027,
3018,1987,
3018,1431,
3018,1273,
3018,2151,
3018,2237,
3018,1788,
3018,2361,
3018,1934,
3018,1257,
3018,2211,
3018,1412,
3018,2204,
3018,2283,
3018,1453,
3018,1026,
3018,1632,
3019,2321,
3019,1096,
3019,1606,
3019,1967,
3019,1376,
3019,1341,
3019,2163,
3019,1521,
3019,1534,
3019,1255,
3019,1595,
3019,1335,
3019,1936,
3019,1530,
3019,1785,
3019,1822,
3019,1296,
3019,1058,
3019,1345,
3019,1060,
3020,1865,
3020,2135,
3020,1202,
3020,1431,
3020,2246,
3020,2092,
3020,1632,
3020,2071,
3020,1846,
3020,1383,
3020,1396,
3020,1727,
3020,1459,
3020,2395,
3020,1967,
3020,1800,
3020,1461,
3020,1511,
3020,1177,
3020,1877,
3021,2146,
3021,1676,
3021,1753,
3021,1264,
3021,2280,
3021,2079,
3021,1446,
3021,1541,
3021,1776,
3021,1604,
3021,1750,
3021,1221,
3021,1193,
3021,2384,
3021,1740,
3021,1245,
3021,1420,
3021,1189,
3021,2507,
3021,1296,
3022,1663,
3022,1315,
3022,1506,
3022,1386,
3022,2389,
3022,2209,
3022,2499,
3022,1752,
3022,1177,
3022,2196,
3022,1114,
3022,2192,
3022,1493,
3022,1296,
3022,1017,
3022,1846,
3022,1620,
3022,1351,
3022,1937,
3022,1393,
3023,1541,
3023,1498,
3023,2494,
3023,1553,
3023,2344,
3023,1630,
3023,1944,
3023,2471,
3023,2200,
3023,1935,
3023,1074,
3023,1311,
3023,1420,
3023,1841,
3023,2190,
3023,2288,
3023,2437,
3023,1864,
3023,1278,
3023,2250,
3024,1371,
3024,1550,
3024,1054,
3024,2389,
3024,1301,
3024,1434,
3024,1099,
3024,1244,
3024,2405,
3024,1162,
3024,1189,
3024,2373,
3024,1008,
3024,1133,
3024,1329,
3024,1778,
3024,2064,
3024,2151,
3024,2383,
3024,2079,
3025,1760,
3025,1565,
3025,2426,
3025,1256,
3025,2017,
3025,2416,
3025,1105,
3025,2009,
3025,2319,
3025,1053,
3025,1525,
3025,1999,
3025,1384,
3025,1068,
3025,2243,
3025,1955,
3025,1845,
3025,2402,
3025,1446,
3025,2466,
3026,1536,
3026,2281,
3026,1077,
3026,2062,
3026,1954,
3026,1021,
3026,1546,
3026,1417,
3026,1155,
3026,1825,
3026,1325,
3026,1506,
3026,1326,
3026,1803,
3026,1087,
3026,2503,
3026,1034,
3026,1471,
3026,2038,
3026,2150,
3027,1532,
3027,1707,
3027,2457,
3027,1712,
3027,1948,
3027,2342,
3027,1243,
3027,1552,
3027,1784,
3027,1232,
3027,2033,
3027,1599,
3027,2085,
3027,1514,
3027,2231,
3027,1197,
3027,1641,
3027,1342,
3027,1469,
3027,1196,
3028,1671,
3028,1908,
3028,1203,
3028,2232,
3028,2332,
3028,2294,
3028,1393,
3028,1509,
3028,1055,
3028,1534,
3028,1505,
3028,1579,
3028,2415,
3028,2067,
3028,1827,
3028,2003,
3028,1422,
3028,1197,
3028,2138,
3028,2345,
3029,2483,
3029,2053,
3029,1385,
3029,2007,
3029,1976,
3029,2019,
3029,1864,
3029,2029,
3029,2508,
3029,1110,
3029,1438,
3029,1331,
3029,1794,
3029,1381,
3029,1411,
3029,1955,
3029,2147,
3029,2350,
3029,1664,
3029,1290,
3030,1791,
3030,1043,
3030,2277,
3030,2188,
3030,1426,
3030,1864,
3030,1436,
3030,1479,
3030,1319,
3030,2443,
3030,2163,
3030,1963,
3030,2006,
3030,1900,
3030,1445,
3030,2239,
3030,1485,
3030,1313,
3030,1632,
3030,1699,
3031,2028,
3031,1519,
3031,1048,
3031,2087,
3031,1422,
3031,2481,
3031,1264,
3031,2007,
3031,1455,
3031,1714,
3031,1247,
3031,1658,
3031,2010,
3031,2371,
3031,1279,
3031,2048,
3031,1055,
3031,2053,
3031,1975,
3031,1369,
3032,1335,
3032,1001,
3032,1553,
3032,2328,
3032,1040,
3032,1934,
3032,1117,
3032,1744,
3032,1430,
3032,1088,
3032,1489,
3032,2022,
3032,1994,
3032,1930,
3032,1874,
3032,1894,
3032,2419,
3032,2186,
3032,1029,
3032,1496,
3033,2274,
3033,1406,
3033,2507,
3033,1733,
3033,1975,
3033,1737,
3033,1574,
3033,2390,
3033,1751,
3033,1741,
3033,2420,
3033,1329,
3033,1770,
3033,1775,
3033,1798,
3033,1276,
3033,1885,
3033,1361,
3033,2366,
3033,1581,
3034,1991,
3034,2144,
3034,1937,
3034,2498,
3034,1217,
3034,1376,
3034,2427,
3034,2332,
3034,2429,
3034,1731,
3034,1988,
3034,1970,
3034,2325,
3034,1461,
3034,2396,
3034,2284,
3034,1481,
3034,2229,
3034,1590,
3034,1139,
3035,2343,
3035,2073,
3035,2468,
3035,2002,
3035,1590,
3035,1423,
3035,1512,
3035,1147,
3035,1103,
3035,1732,
3035,1084,
3035,2054,
3035,1081,
3035,1122,
3035,1437,
3035,2055,
3035,1912,
3035,1151,
3035,1204,
3035,1282,
3036,1021,
3036,2189,
3036,1338,
3036,2278,
3036,1603,
3036,1025,
3036,1284,
3036,1595,
3036,1623,
3036,1556,
3036,2108,
3036,2207,
3036,1497,
3036,2479,
3036,2460,
3036,1506,
3036,2206,
3036,1919,
3036,1370,
3036,1915,
3037,1936,
3037,1360,
3037,1306,
3037,1692,
3037,1245,
3037,1263,
3037,1221,
3037,1639,
3037,2063,
3037,1623,
3037,1400,
3037,2426,
3037,2168,
3037,1169,
3037,1611,
3037,1247,
3037,1715,
3037,1339,
3037,2298,
3037,1976,
3038,1408,
3038,1871,
3038,1306,
3038,1513,
3038,2172,
3038,2311,
3038,1026,
3038,1057,
3038,1427,
3038,1514,
3038,1061,
3038,2511,
3038,1274,
3038,1444,
3038,1505,
3038,1032,
3038,1655,
3038,2008,
3038,1450,
3038,2332,
3039,2258,
3039,1030,
3039,1104,
3039,2051,
3039,1753,
3039,1549,
3039,1023,
3039,1588,
3039,1939,
3039,1373,
3039,1810,
3039,1778,
3039,2224,
3039,2283,
3039,1110,
3039,1495,
3039,2208,
3039,1035,
3039,1820,
3039,1346,
3040,2357,
3040,2254,
3040,1009,
3040,1828,
3040,1183,
3040,1103,
3040,2447,
3040,1284,
3040,2303,
3040,1591,
3040,2471,
3040,1463,
3040,1169,
3040,2097,
3040,2422,
3040,1454,
3040,1587,
3040,1851,
3040,1846,
3040,1764,
3041,1472,
3041,1940,
3041,1657,
3041,1255,
3041,1925,
3041,1169,
3041,2343,
3041,1409,
3041,1395,
3041,1610,
3041,2349,
3041,1854,
3041,2152,
3041,1797,
3041,2058,
3041,2289,
3041,2245,
3041,1185,
3041,1728,
3041,1495,
3042,1656,
3042,1451,
3042,1761,
3042,2109,
3042,1344,
3042,1641,
3042,2037,
3042,1885,
3042,1085,
3042,1411,
3042,2261,
3042,1144,
3042,1351,
3042,1728,
3042,1427,
3042,2361,
3042,1349,
3042,1311,
3042,1983,
3042,1108,
3043,1976,
3043,1887,
3043,2417,
3043,1082,
3043,1937,
3043,1089,
3043,1619,
3043,2259,
3043,1287,
3043,2199,
3043,2005,
3043,1543,
3043,1978,
3043,1612,
3043,1687,
3043,1197,
3043,1534,
3043,1948,
3043,1044,
3043,1340,
3044,2351,
3044,1712,
3044,1092,
3044,1823,
3044,1936,
3044,2498,
3044,1266,
3044,1794,
3044,1054,
3044,1642,
3044,1227,
3044,2427,
3044,1007,
3044,2220,
3044,1677,
3044,1502,
3044,1645,
3044,1943,
3044,1122,
3044,2086,
3045,1279,
3045,1064,
3045,1251,
3045,2263,
3045,2190,
3045,1052,
3045,1086,
3045,1336,
3045,1395,
3045,2476,
3045,1587,
3045,2150,
3045,1014,
3045,1200,
3045,1300,
3045,1978,
3045,1008,
3045,2178,
3045,2316,
3045,1838,
3046,2398,
3046,2160,
3046,1809,
3046,1643,
3046,1706,
3046,2328,
3046,2480,
3046,1375,
3046,1708,
3046,2005,
3046,1065,
3046,1574,
3046,1744,
3046,1356,
3046,1045,
3046,1655,
3046,1832,
3046,2293,
3046,2105,
3046,2465,
3047,1419,
3047,2349,
3047,1874,
3047,1059,
3047,2026,
3047,1535,
3047,1041,
3047,1866,
3047,1815,
3047,2423,
3047,2333,
3047,1015,
3047,1681,
3047,1969,
3047,2115,
3047,1128,
3047,1189,
3047,2341,
3047,1923,
3047,1085,
3048,1049,
3048,2293,
3048,2137,
3048,2203,
3048,1077,
3048,1793,
3048,1954,
3048,2231,
3048,2190,
3048,2022,
3048,1176,
3048,2045,
3048,2061,
3048,1972,
3048,1412,
3048,1448,
3048,2000,
3048,2111,
3048,1898,
3048,1234,
3049,1846,
3049,2211,
3049,2119,
3049,1334,
3049,1943,
3049,1732,
3049,2232,
3049,1168,
3049,2473,
3049,1559,
3049,2204,
3049,1157,
3049,1361,
3049,1211,
3049,1277,
3049,1219,
3049,1412,
3049,2433,
3049,1659,
3049,1878,
3050,1800,
3050,1410,
3050,1241,
3050,1526,
3050,1235,
3050,1330,
3050,1648,
3050,1422,
3050,1948,
3050,1076,
3050,1078,
3050,1997,
3050,1609,
3050,1825,
3050,1031,
3050,1145,
3050,2425,
3050,1320,
3050,2010,
3050,1642,
3051,1824,
3051,1429,
3051,2011,
3051,2115,
3051,1339,
3051,2300,
3051,1953,
3051,1960,
3051,2044,
3051,1789,
3051,2117,
3051,2447,
3051,1296,
3051,1406,
3051,1809,
3051,2043,
3051,2344,
3051,1948,
3051,2162,
3051,1509,
3052,2209,
3052,1522,
3052,2132,
3052,2284,
3052,1429,
3052,1612,
3052,2390,
3052,1486,
3052,2298,
3052,1572,
3052,1570,
3052,1067,
3052,2234,
3052,2363,
3052,1341,
3052,1711,
3052,1251,
3052,1427,
3052,1271,
3052,1544,
3053,1450,
3053,2493,
3053,1862,
3053,1852,
3053,1928,
3053,2178,
3053,1554,
3053,1983,
3053,2217,
3053,1227,
3053,2065,
3053,1561,
3053,1568,
3053,1622,
3053,1327,
3053,2283,
3053,2406,
3053,2371,
3053,1356,
3053,2188,
3054,2172,
3054,1751,
3054,1474,
3054,1821,
3054,2050,
3054,1015,
3054,1580,
3054,1344,
3054,2054,
3054,2249,
3054,2269,
3054,1337,
3054,2445,
3054,2441,
3054,2321,
3054,1542,
3054,1680,
3054,2374,
3054,1427,
3054,2420,
3055,1436,
3055,2037,
3055,2357,
3055,1588,
3055,2317,
3055,1602,
3055,1066,
3055,2031,
3055,2213,
3055,1975,
3055,2460,
3055,1997,
3055,1641,
3055,2384,
3055,1096,
3055,1205,
3055,2403,
3055,1319,
3055,1968,
3055,2186,
3056,1858,
3056,2208,
3056,1906,
3056,2446,
3056,1125,
3056,1400,
3056,2034,
3056,1162,
3056,2434,
3056,1642,
3056,1933,
3056,1168,
3056,1040,
3056,1869,
3056,2488,
3056,1062,
3056,2146,
3056,1514,
3056,1730,
3056,1630,
3057,1118,
3057,1643,
3057,2398,
3057,1471,
3057,1804,
3057,1723,
3057,1447,
3057,2020,
3057,1511,
3057,1157,
3057,2423,
3057,2385,
3057,1487,
3057,1291,
3057,2348,
3057,2345,
3057,2201,
3057,1926,
3057,1369,
3057,2428,
3058,2279,
3058,2454,
3058,1416,
3058,1264,
3058,1905,
3058,1423,
3058,1485,
3058,2352,
3058,1438,
3058,2488,
3058,1499,
3058,1642,
3058,2363,
3058,1985,
3058,1210,
3058,1125,
3058,1961,
3058,1018,
3058,1302,
3058,2401,
3059,1934,
3059,1821,
3059,2211,
3059,1248,
3059,1086,
3059,1526,
3059,1459,
3059,1670,
3059,1859,
3059,2076,
3059,1071,
3059,1926,
3059,2186,
3059,1032,
3059,1929,
3059,1616,
3059,1006,
3059,1253,
3059,1585,
3059,1692,
3060,1771,
3060,1034,
